bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
98,107,27,10011,292,-100,392,221,-38,221,-38,930,103,36,29,303,142,303,142
98,107,27,10011,292,-100,392,221,-38,221,-38,930,103,36,29,303,142,303,142
99,108,27,10066,293,-101,394,223,-38,223,-38,926,102,35,29,300,139,300,139
97,105,26,9982,290,-100,390,220,-38,220,-38,926,103,36,29,303,142,303,142
92,102,26,9834,282,-101,383,214,-40,214,-40,903,102,35,29,298,138,298,138
92,102,26,9862,281,-103,384,214,-41,214,-41,900,102,35,28,297,138,297,138
92,102,26,9862,281,-103,384,214,-41,214,-41,900,102,35,28,297,138,297,138
92,102,26,9862,281,-103,384,214,-41,214,-41,900,102,35,28,297,138,297,138
93,102,26,9866,283,-101,384,215,-40,215,-40,905,102,35,28,298,139,298,139
92,102,26,9852,282,-102,384,215,-40,215,-40,900,102,35,28,297,138,297,138
98,108,27,10042,292,-102,394,221,-38,221,-38,934,103,36,29,303,141,303,141
90,102,26,9831,279,-105,384,212,-43,212,-43,894,101,34,29,297,134,297,134
98,107,27,10031,292,-100,392,222,-37,222,-37,928,102,36,28,301,142,301,142
98,107,27,10031,292,-100,392,222,-37,222,-37,928,102,36,28,301,142,301,142
92,102,26,9842,282,-101,383,214,-40,214,-40,902,102,35,28,297,138,297,138
98,107,27,10031,292,-100,392,222,-37,222,-37,928,102,36,28,301,142,301,142
94,102,26,9851,284,-99,383,216,-38,216,-38,908,102,35,29,298,140,298,140
92,102,26,9865,282,-101,383,215,-40,215,-40,901,102,35,28,297,138,297,138
97,105,27,9954,290,-98,388,220,-37,220,-37,922,103,36,29,301,142,301,142
98,108,27,10015,292,-100,392,222,-37,222,-37,929,102,35,29,301,140,301,140
99,107,27,10032,292,-100,392,222,-37,222,-37,931,102,36,28,301,141,301,141
99,107,27,10032,292,-100,392,222,-37,222,-37,931,102,36,28,301,141,301,141
94,102,26,9859,284,-99,383,217,-38,217,-38,909,102,36,28,298,141,298,141
93,102,26,9853,283,-99,382,216,-39,216,-39,908,102,36,28,298,140,298,140
93,102,26,9853,283,-99,382,216,-39,216,-39,908,102,36,28,298,140,298,140
93,102,26,9853,283,-99,382,216,-39,216,-39,908,102,36,28,298,140,298,140
93,102,26,9853,283,-99,382,216,-39,216,-39,908,102,36,28,298,140,298,140
93,101,26,9847,283,-99,382,216,-39,216,-39,905,102,35,28,297,139,297,139
98,106,27,10010,291,-99,390,221,-37,221,-37,931,103,36,29,303,142,303,142
97,107,27,10022,291,-102,393,220,-39,220,-39,941,103,36,29,304,141,304,141
97,107,27,10022,291,-102,393,220,-39,220,-39,941,103,36,29,304,141,304,141
97,104,26,9950,289,-98,387,220,-37,220,-37,920,103,36,28,301,142,301,142
99,106,27,10029,292,-99,391,222,-37,222,-37,927,102,36,28,300,142,300,142
97,107,27,10042,291,-102,393,221,-39,221,-39,941,103,36,29,303,141,303,141
95,102,26,9835,284,-98,382,217,-37,217,-37,911,103,36,29,300,141,300,141
95,102,26,9835,284,-98,382,217,-37,217,-37,911,103,36,29,300,141,300,141
95,102,26,9835,284,-98,382,217,-37,217,-37,911,103,36,29,300,141,300,141
95,102,26,9835,284,-98,382,217,-37,217,-37,911,103,36,29,300,141,300,141
95,102,26,9842,284,-98,382,217,-37,217,-37,912,103,36,28,300,141,300,141
95,102,26,9844,284,-98,382,217,-37,217,-37,911,102,36,28,298,142,298,142
95,102,26,9842,284,-98,382,217,-37,217,-37,912,103,36,28,300,141,300,141
95,102,26,9842,284,-98,382,217,-37,217,-37,912,103,36,28,300,141,300,141
95,102,26,9844,284,-98,382,217,-37,217,-37,911,102,36,28,298,142,298,142
95,102,26,9842,284,-98,382,217,-37,217,-37,912,103,36,28,300,141,300,141
95,102,26,9842,284,-98,382,217,-37,217,-37,912,103,36,28,300,141,300,141
95,102,26,9842,284,-98,382,217,-37,217,-37,912,103,36,28,300,141,300,141
95,102,26,9844,284,-98,382,217,-37,217,-37,911,102,36,28,298,142,298,142
95,102,26,9842,284,-98,382,217,-37,217,-37,912,103,36,28,300,141,300,141
95,102,26,9844,284,-98,382,217,-37,217,-37,911,102,36,28,298,142,298,142
95,102,26,9844,284,-98,382,217,-37,217,-37,911,102,36,28,298,142,298,142
95,102,26,9836,285,-96,381,218,-36,218,-36,911,103,36,29,300,141,300,141
88,101,26,9791,276,-106,382,209,-44,209,-44,886,100,33,30,294,133,294,133
88,101,26,9791,276,-106,382,209,-44,209,-44,886,100,33,30,294,133,294,133
88,101,26,9791,276,-106,382,209,-44,209,-44,886,100,33,30,294,133,294,133
96,102,26,9833,285,-96,381,217,-36,217,-36,916,103,36,28,300,142,300,142
96,102,26,9833,285,-96,381,217,-36,217,-36,916,103,36,28,300,142,300,142
99,106,27,10013,292,-99,391,222,-37,222,-37,926,102,36,28,300,142,300,142
98,104,26,9969,290,-98,388,221,-36,221,-36,922,103,36,29,301,142,301,142
96,102,26,9887,287,-96,383,219,-36,219,-36,916,103,36,28,300,142,300,142
96,102,26,9887,287,-96,383,219,-36,219,-36,916,103,36,28,300,142,300,142
96,102,26,9887,287,-96,383,219,-36,219,-36,916,103,36,28,300,142,300,142
99,107,27,10051,292,-100,392,223,-37,223,-37,931,102,36,28,301,141,301,141
99,107,27,10051,292,-100,392,223,-37,223,-37,931,102,36,28,301,141,301,141
99,107,27,10051,292,-100,392,223,-37,223,-37,931,102,36,28,301,141,301,141
98,106,27,10039,291,-101,392,221,-38,221,-38,937,103,36,28,304,142,304,142
98,106,27,10042,292,-100,392,222,-37,222,-37,933,102,36,29,302,141,302,141
98,104,26,9944,289,-97,386,221,-36,221,-36,923,103,36,28,301,143,301,143
98,104,26,9958,290,-97,387,221,-36,221,-36,923,103,36,28,301,143,301,143
99,107,27,10043,292,-99,391,223,-37,223,-37,930,102,36,28,300,141,300,141
96,102,26,9861,286,-96,382,219,-36,219,-36,915,102,36,28,299,142,299,142
99,107,27,10043,292,-99,391,223,-37,223,-37,930,102,36,28,300,141,300,141
91,100,26,9804,278,-102,380,212,-41,212,-41,896,101,35,29,296,137,296,137
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
86,100,26,9744,272,-109,381,206,-46,206,-46,876,99,32,30,291,130,291,130
87,100,26,9743,273,-107,380,207,-45,207,-45,881,99,33,29,292,132,292,132
87,100,26,9743,273,-107,380,207,-45,207,-45,881,99,33,29,292,132,292,132
87,100,26,9743,273,-107,380,207,-45,207,-45,881,99,33,29,292,132,292,132
87,100,26,9743,273,-107,380,207,-45,207,-45,881,99,33,29,292,132,292,132
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
86,100,26,9766,272,-109,381,207,-46,207,-46,876,99,32,30,291,130,291,130
92,100,26,9828,280,-101,381,214,-40,214,-40,900,101,35,28,296,138,296,138
98,104,26,9971,290,-97,387,222,-36,222,-36,924,103,36,28,301,143,301,143
98,104,26,9971,290,-97,387,222,-36,222,-36,924,103,36,28,301,143,301,143
98,104,26,9971,290,-97,387,222,-36,222,-36,924,103,36,28,301,143,301,143
97,103,26,9914,288,-97,385,220,-36,220,-36,920,103,36,28,301,143,301,143
98,103,26,9964,289,-97,386,222,-36,222,-36,922,103,36,28,301,143,301,143
98,103,26,9964,289,-97,386,222,-36,222,-36,922,103,36,28,301,143,301,143
98,103,26,9964,289,-97,386,222,-36,222,-36,922,103,36,28,301,143,301,143
84,98,26,9640,266,-109,375,198,-47,202,-47,864,99,31,30,290,125,289,125
92,100,26,9810,280,-99,379,214,-39,214,-39,900,101,35,28,296,139,296,139
92,100,26,9810,280,-99,379,214,-39,214,-39,900,101,35,28,296,139,296,139
99,103,26,9983,290,-97,387,222,-36,222,-36,923,102,36,28,300,143,300,143
99,103,26,9983,290,-97,387,222,-36,222,-36,923,102,36,28,300,143,300,143
99,103,26,9983,290,-97,387,222,-36,222,-36,923,102,36,28,300,143,300,143
99,103,26,9983,290,-97,387,222,-36,222,-36,923,102,36,28,300,143,300,143
99,104,26,9976,291,-97,388,222,-36,222,-36,924,102,36,28,300,142,300,142
99,103,26,9983,290,-97,387,222,-36,222,-36,923,102,36,28,300,143,300,143
85,98,25,9699,269,-109,378,199,-46,205,-46,868,99,31,30,290,127,289,127
92,100,26,9803,279,-101,380,213,-40,213,-40,898,101,35,29,296,138,296,138
99,104,26,9976,291,-97,388,222,-36,222,-36,924,102,36,28,300,142,300,142
85,98,26,9639,268,-107,375,199,-45,204,-45,865,98,31,30,289,127,288,127
99,103,26,9981,290,-96,386,223,-35,223,-35,923,102,36,28,300,143,300,143
99,103,26,9979,290,-97,387,222,-36,222,-36,923,102,36,28,300,143,300,143
99,103,26,9979,290,-97,387,222,-36,222,-36,923,102,36,28,300,143,300,143
99,103,26,9979,290,-97,387,222,-36,222,-36,923,102,36,28,300,143,300,143
99,103,26,9979,290,-97,387,222,-36,222,-36,923,102,36,28,300,143,300,143
94,99,26,9796,281,-98,379,215,-38,215,-38,902,101,36,27,295,141,295,141
86,98,25,9682,269,-108,377,200,-45,205,-45,867,98,31,30,289,127,288,127
99,105,26,10020,292,-99,391,223,-36,223,-36,933,101,36,28,300,143,300,143
86,98,25,9682,269,-108,377,200,-45,205,-45,867,98,31,30,289,127,288,127
86,98,25,9682,269,-108,377,200,-45,205,-45,867,98,31,30,289,127,288,127
86,99,26,9707,270,-108,378,206,-45,206,-45,868,98,32,30,288,129,288,129
86,99,26,9707,270,-108,378,206,-45,206,-45,868,98,32,30,288,129,288,129
100,103,26,9992,291,-95,386,223,-35,223,-35,924,102,36,28,300,143,300,143
100,103,26,9992,291,-95,386,223,-35,223,-35,924,102,36,28,300,143,300,143
100,103,26,9992,291,-95,386,223,-35,223,-35,924,102,36,28,300,143,300,143
94,99,26,9825,282,-97,379,216,-37,216,-37,906,101,36,28,296,141,296,141
100,105,27,10017,291,-97,388,223,-36,223,-36,931,101,36,28,300,143,300,143
100,105,26,10042,292,-99,391,223,-36,223,-36,933,101,36,28,300,143,300,143
100,105,26,10042,292,-99,391,223,-36,223,-36,933,101,36,28,300,143,300,143
100,105,26,10042,292,-99,391,223,-36,223,-36,933,101,36,28,300,143,300,143
96,100,26,9836,284,-96,380,218,-36,218,-36,909,102,36,28,298,142,298,142
92,99,26,9776,279,-100,379,213,-39,213,-39,894,100,35,28,293,139,293,139
92,99,26,9776,279,-100,379,213,-39,213,-39,894,100,35,28,293,139,293,139
100,105,26,10042,292,-99,391,223,-36,223,-36,933,101,36,28,300,143,300,143
98,106,27,10033,291,-100,391,222,-37,222,-37,938,102,36,28,302,143,302,143
98,106,27,10035,291,-100,391,222,-38,222,-38,939,102,36,28,302,143,302,143
98,106,27,10035,291,-100,391,222,-38,222,-38,939,102,36,28,302,143,302,143
98,106,27,10033,291,-100,391,222,-37,222,-37,938,102,36,28,302,143,302,143
98,106,27,10033,291,-100,391,222,-37,222,-37,938,102,36,28,302,143,302,143
98,106,27,10033,291,-100,391,222,-37,222,-37,938,102,36,28,302,143,302,143
98,106,27,10033,291,-100,391,222,-37,222,-37,938,102,36,28,302,143,302,143
98,106,27,10033,291,-100,391,222,-37,222,-37,938,102,36,28,302,143,302,143
98,106,27,10033,291,-100,391,222,-37,222,-37,938,102,36,28,302,143,302,143
95,100,26,9842,284,-96,380,218,-37,218,-37,906,101,36,28,296,142,296,142
100,102,26,9988,290,-95,385,223,-35,223,-35,924,102,36,28,300,144,300,144
92,99,26,9766,279,-99,378,213,-39,213,-39,897,100,35,28,293,139,293,139
99,101,26,9972,289,-95,384,223,-35,223,-35,920,102,36,28,300,143,300,143
92,99,26,9784,278,-100,378,213,-39,213,-39,890,100,35,28,292,137,292,137
99,105,26,10035,291,-99,390,223,-36,223,-36,933,101,36,28,300,143,300,143
95,99,26,9845,282,-97,379,217,-37,217,-37,905,101,36,28,296,141,296,141
95,99,26,9845,282,-97,379,217,-37,217,-37,905,101,36,28,296,141,296,141
95,99,26,9780,282,-96,378,216,-36,216,-36,907,101,36,28,296,142,296,142
95,99,26,9780,282,-96,378,216,-36,216,-36,907,101,36,28,296,142,296,142
97,115,28,10022,292,-106,398,154,-40,220,-40,958,106,38,28,309,145,297,145
93,99,26,9766,280,-98,378,214,-38,214,-38,899,100,36,28,293,140,293,140
92,99,26,9776,279,-99,378,213,-39,213,-39,903,101,36,28,296,140,296,140
93,99,26,9764,278,-99,377,214,-39,214,-39,891,100,35,28,292,138,292,138
100,102,26,9949,290,-94,384,224,-34,224,-34,923,102,36,28,300,144,300,144
94,99,26,9802,281,-98,379,216,-38,216,-38,902,101,36,27,295,141,295,141
93,99,26,9800,280,-98,378,215,-38,215,-38,900,100,36,27,293,141,293,141
94,99,26,9802,281,-98,379,216,-38,216,-38,902,101,36,27,295,141,295,141
94,99,26,9802,281,-98,379,216,-38,216,-38,902,101,36,27,295,141,295,141
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
99,101,26,9967,290,-94,384,223,-34,223,-34,921,102,36,28,300,143,300,143
95,99,26,9810,283,-96,379,217,-36,217,-36,908,101,37,27,296,143,296,143
99,101,26,9896,289,-93,382,221,-34,221,-34,920,102,37,28,300,145,300,145
99,101,26,9896,289,-93,382,221,-34,221,-34,920,102,37,28,300,145,300,145
99,101,26,9896,289,-93,382,221,-34,221,-34,920,102,37,28,300,145,300,145
94,99,26,9832,282,-97,379,217,-37,217,-37,903,101,36,27,295,141,295,141
99,105,26,10071,292,-100,392,223,-37,223,-37,937,101,36,28,301,143,301,143
97,99,26,9827,284,-95,379,219,-35,219,-35,909,101,37,28,297,143,297,143
94,99,26,9832,282,-97,379,217,-37,217,-37,903,101,36,27,295,141,295,141
94,99,26,9832,282,-97,379,217,-37,217,-37,903,101,36,27,295,141,295,141
100,104,26,10020,292,-97,389,224,-35,224,-35,931,101,36,28,300,143,300,143
99,104,26,9995,291,-97,388,223,-36,223,-36,934,101,36,28,300,143,300,143
99,104,26,9995,291,-97,388,223,-36,223,-36,934,101,36,28,300,143,300,143
99,104,26,9995,291,-97,388,223,-36,223,-36,934,101,36,28,300,143,300,143
99,104,26,9995,291,-97,388,223,-36,223,-36,934,101,36,28,300,143,300,143
97,99,26,9834,284,-95,379,219,-35,219,-35,909,101,37,28,297,143,297,143
93,98,25,9784,280,-98,378,214,-38,214,-38,903,101,36,28,296,141,296,141
96,108,27,10051,290,-105,395,151,-41,220,-41,956,106,36,29,306,142,303,142
100,101,26,9975,289,-94,383,224,-34,224,-34,923,101,37,28,299,145,299,145
100,101,26,9975,289,-94,383,224,-34,224,-34,923,101,37,28,299,145,299,145
100,101,26,9975,289,-94,383,224,-34,224,-34,923,101,37,28,299,145,299,145
100,101,26,9975,289,-94,383,224,-34,224,-34,923,101,37,28,299,145,299,145
100,101,26,9975,289,-94,383,224,-34,224,-34,923,101,37,28,299,145,299,145
97,107,27,10042,290,-102,392,221,-39,221,-39,949,104,36,28,302,142,302,142
97,108,27,10056,290,-104,394,152,-40,220,-40,952,105,36,28,303,142,302,142
100,104,26,9991,291,-97,388,223,-36,223,-36,934,101,36,28,300,143,300,143
100,104,26,9994,291,-97,388,223,-36,223,-36,935,101,36,28,300,143,300,143
97,99,26,9800,285,-93,378,219,-34,219,-34,911,101,37,27,297,144,297,144
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
100,100,26,9898,289,-92,381,223,-33,223,-33,922,101,37,27,299,145,299,145
99,99,25,9912,288,-93,381,223,-33,223,-33,918,101,37,27,299,145,299,145
99,99,25,9912,288,-93,381,223,-33,223,-33,918,101,37,27,299,145,299,145
97,98,25,9812,284,-93,377,219,-34,219,-34,907,100,37,27,295,143,295,143
97,98,25,9812,284,-93,377,219,-34,219,-34,907,100,37,27,295,143,295,143
97,98,25,9812,284,-93,377,219,-34,219,-34,907,100,37,27,295,143,295,143
97,98,25,9812,284,-93,377,219,-34,219,-34,907,100,37,27,295,143,295,143
97,98,25,9812,284,-93,377,219,-34,219,-34,907,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
96,99,26,9815,283,-95,378,218,-35,218,-35,905,100,37,27,295,143,295,143
97,99,26,9808,284,-93,377,219,-34,219,-34,909,100,37,27,295,144,295,144
97,99,26,9808,284,-93,377,219,-34,219,-34,909,100,37,27,295,144,295,144
97,99,26,9808,284,-93,377,219,-34,219,-34,909,100,37,27,295,144,295,144
97,99,26,9808,284,-93,377,219,-34,219,-34,909,100,37,27,295,144,295,144
97,99,26,9808,284,-93,377,219,-34,219,-34,909,100,37,27,295,144,295,144
97,99,26,9825,285,-93,378,220,-34,220,-34,910,101,37,27,296,144,296,144
97,99,26,9825,285,-93,378,220,-34,220,-34,910,101,37,27,296,144,296,144
100,100,26,9916,290,-92,382,223,-33,223,-33,922,101,37,27,299,145,299,145
97,99,26,9825,285,-93,378,220,-34,220,-34,910,101,37,27,296,144,296,144
97,99,26,9825,285,-93,378,220,-34,220,-34,910,101,37,27,296,144,296,144
97,99,26,9825,285,-93,378,220,-34,220,-34,910,101,37,27,296,144,296,144
97,99,26,9825,285,-93,378,220,-34,220,-34,910,101,37,27,296,144,296,144
100,104,26,10001,291,-97,388,223,-36,223,-36,933,101,36,28,299,143,299,143
100,104,26,10001,291,-97,388,223,-36,223,-36,933,101,36,28,299,143,299,143
98,99,26,9816,286,-92,378,221,-33,221,-33,912,100,37,27,296,144,296,144
100,104,26,9989,291,-97,388,223,-35,223,-35,935,101,37,28,299,145,299,145
100,104,26,9989,291,-97,388,223,-35,223,-35,935,101,37,28,299,145,299,145
100,104,26,9989,291,-97,388,223,-35,223,-35,935,101,37,28,299,145,299,145
100,104,26,9989,291,-97,388,223,-35,223,-35,935,101,37,28,299,145,299,145
100,104,26,10019,291,-99,390,223,-36,223,-36,938,102,36,28,299,143,299,143
100,99,25,9932,289,-92,381,223,-33,223,-33,922,101,37,27,298,145,298,145
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
95,98,26,9774,281,-95,376,217,-35,217,-35,898,99,36,27,292,141,292,141
